Brnd_Name,total_spending,total_claims,year,rank
Betaine Anhydrous,,,2020,2948
Hetlioz Lq,,,2020,2948
Nocdurna,,,2020,2948
Arexvy,,,2020,2948
Hycodan,,,2020,2948
Kimyrsa,,,2020,2948
Gefitinib,,,2020,2948
Joenja,,,2020,2948
Norliqva,,,2020,2948
Flolipid,,,2020,2948
Cabenuva,,,2020,2948
Daybue,,,2020,2948
Dermacinrx Pretrate,,,2020,2948
Breyna,,,2020,2948
Insulin Degludec,,,2020,2948
Omnipod 5 G6 Pods (Gen 5),,,2020,2948
Cosentyx Unoready Pen,,,2020,2948
Daptomycin-0.9% NaCl,,,2020,2948
Clarinex,,,2020,2948
Droplet Micron Pen Needle,,,2020,2948
Fluticasone-Vilanterol,,,2020,2948
Hyzaar,,,2020,2948
Cequr Simplicity Inserter,,,2020,2948
Cuvrior,,,2020,2948
Eprontia,,,2020,2948
Fluoridex,,,2020,2948
Nebivolol HCl,,,2020,2948
Phesgo,,,2020,2948
Prehevbrio,,,2020,2948
Nitrolingual,,,2020,2948
Insulin Degludec Pen (U-100),,,2020,2948
Lyumjev Tempo Pen U-100,,,2020,2948
Droxidopa,,,2020,2948
E.E.S. 400,,,2020,2948
Bronchitol,,,2020,2948
Eulexin,,,2020,2948
Fosamax Plus D,,,2020,2948
Etopophos,,,2020,2948
Cyltezo(Cf),,,2020,2948
Dermacinrx Lidorex,,,2020,2948
Dermacinrx Prenatrix,,,2020,2948
Elyxyb,,,2020,2948
Adthyza,,,2020,2948
Methylphenidate,,,2020,2948
Gavreto,,,2020,2948
Effient,,,2020,2948
Infliximab,,,2020,2948
Orphenadrine-Aspirin-Caffeine,,,2020,2948
Nymyo,,,2020,2948
Orladeyo,,,2020,2948
Cimerli,,,2020,2948
Dermacinrx Lidocan,,,2020,2948
Fluticasone Propionate HFA,,,2020,2948
Cibinqo,,,2020,2948
Insulin Glargine,,,2020,2948
Natacyn,,,2020,2948
Ogsiveo,,,2020,2948
Opdualag,,,2020,2948
Aemcolo,,,2020,2948
Darunavir,,,2020,2948
Lidocaine-Hydrocortisone*,,,2020,2948
Cyclomydril,,,2020,2948
Insulin Degludec Pen (U-200),,,2020,2948
Microdot Insulin Pen Needle,,,2020,2948
Azstarys,,,2020,2948
Dropsafe Prep Pads,,,2020,2948
Amondys-45,,,2020,2948
Javygtor,,,2020,2948
Leuprolide Depot,,,2020,2948
Lupkynis,,,2020,2948
Litfulo,,,2020,2948
Augmentin,,,2020,2948
Dojolvi,,,2020,2948
Hyftor,,,2020,2948
Izervay,,,2020,2948
Leukine,,,2020,2948
Monjuvi,,,2020,2948
Minolira ER,,,2020,2948
Naproxen Sodium ER,,,2020,2948
Glycate,,,2020,2948
Menquadfi,,,2020,2948
PNV Tabs 20-1,,,2020,2948
Mini Pen Needle,,,2020,2948
Filspari,,,2020,2948
Lyleq,,,2020,2948
Acetaminophen,,,2020,2948
Dolishale,,,2020,2948
Lacosamide*,,,2020,2948
Phospholine Iodide,,,2020,2948
Atropine Sulfate,,,2020,2948
Humalog Tempo Pen U-100,,,2020,2948
Livmarli,,,2020,2948
Adalimumab-Adaz(Cf),,,2020,2948
Arcalyst,,,2020,2948
Brinzolamide,,,2020,2948
Empaveli,,,2020,2948
Ibsrela,,,2020,2948
Lodoco,,,2020,2948
Promethazine Vc,,,2020,2948
Lytgobi,,,2020,2948
Malarone,,,2020,2948
Celestone,,,2020,2948
Cinryze,,,2020,2948
Difluprednate,,,2020,2948
Freestyle Libre 3 Sensor,,,2020,2948
Exelderm,,,2020,2948
Isosorbide Dinit-Hydralazine,,,2020,2948
Ontruzant,,,2020,2948
Nylia,,,2020,2948
Insulin Glargine Solostar,,,2020,2948
Klisyri,,,2020,2948
Norgesic Forte,,,2020,2948
Bendamustine HCl,,,2020,2948
Hadlima(Cf) Pushtouch,,,2020,2948
Allzital,,,2020,2948
Amjevita(Cf),,,2020,2948
Dermacinrx Lidogel,,,2020,2948
Aliqopa,,,2020,2948
Nymalize,,,2020,2948
Deferiprone (3 Times A Day),,,2020,2948
Miebo,,,2020,2948
Lisdexamfetamine Dimesylate,,,2020,2948
Prenatal Plus Vitamin-Mineral,,,2020,2948
Apomorphine HCl,,,2020,2948
Besponsa,,,2020,2948
Embrace Pen Needle,,,2020,2948
Finzala,,,2020,2948
Desferal Mesylate,,,2020,2948
Ibuprofen-Famotidine,,,2020,2948
Loreev XR,,,2020,2948
Cozaar,,,2020,2948
Abilify Asimtufii,,,2020,2948
Bylvay,,,2020,2948
Children'S Multivitamin,,,2020,2948
Dhivy,,,2020,2948
Oralone,,,2020,2948
Omnipod 5 G6 Intro Kit (Gen 5),,,2020,2948
Avsola,,,2020,2948
Merzee,,,2020,2948
Co Q-10,,,2020,2948
Hadlima(Cf),,,2020,2948
Iyuzeh,,,2020,2948
Jynneos (National Stockpile),,,2020,2948
Plerixafor,,,2020,2948
Fesoterodine Fumarate ER,,,2020,2948
Paclitaxel Protein-Bound,,,2020,2948
Priorix,,,2020,2948
Acetazolamide Sodium,,,2020,2948
Inpefa,,,2020,2948
Diprolene,,,2020,2948
Maxalt Mlt,,,2020,2948
Ermeza,,,2020,2948
Krintafel,,,2020,2948
Otovel,,,2020,2948
Cytogam,,,2020,2948
Bimzelx,,,2020,2948
Flector,,,2020,2948
Marcaine,,,2020,2948
Austedo XR,,,2020,2948
Paxlovid,,,2020,2948
Amvuttra,,,2020,2948
Leqembi,,,2020,2948
Lurasidone HCl,,,2020,2948
Asmanex,,,2020,2948
Paxlovid (Eua),,,2020,2948
Hydrocortisone Acetate,,,2020,2948
Abrysvo,,,2020,2948
Lovaza,,,2020,2948
Cequr Simplicity,,,2020,2948
Droperidol,,,2020,2948
Clomid,,,2020,2948
Panretin,,,2020,2948
Lumakras,,,2020,2948
Exservan,,,2020,2948
Ponvory,,,2020,2948
Brimonidine Tartrate-Timolol,,,2020,2948
Enilloring,,,2020,2948
Multi-Vitamin W-Fluoride-Iron,,,2020,2948
Opzelura,,,2020,2948
Pirfenidone,,,2020,2948
Epsolay,,,2020,2948
Lofena,,,2020,2948
Gimoti,,,2020,2948
Pitavastatin Calcium,,,2020,2948
Albumin (Human),,,2020,2948
Krazati,,,2020,2948
Clarinex-D 12 Hour,,,2020,2948
Gemmily,,,2020,2948
Alymsys,,,2020,2948
Ciprofloxacin HCl-Fluocinolone,,,2020,2948
Etravirine,,,2020,2948
Patanase,,,2020,2948
Aspruzyo Sprinkle,,,2020,2948
Antivert,,,2020,2948
Diacomit,,,2020,2948
Formoterol Fumarate,,,2020,2948
Myleran,,,2020,2948
Orgovyx,,,2020,2948
Amjevita(Cf) Autoinjector,,,2020,2948
Arformoterol Tartrate,,,2020,2948
Methsuximide,,,2020,2948
Pr Natal 400 EC,,,2020,2948
Apexicon E,,,2020,2948
Dexlansoprazole Dr,,,2020,2948
Lumryz,,,2020,2948
Metyrosine,,,2020,2948
Ferriprox (3 Times A Day),,,2020,2948
Imjudo,,,2020,2948
Levemir Flexpen,,,2020,2948
Fiasp Pumpcart,,,2020,2948
Briumvi,,,2020,2948
Fosamax,,,2020,2948
Lucemyra,,,2020,2948
Akeega,,,2020,2948
Atorvaliq,,,2020,2948
Dartisla,,,2020,2948
Jemperli,,,2020,2948
Lybalvi,,,2020,2948
Orserdu,,,2020,2948
Azopt,,,2020,2948
Ciloxan,,,2020,2948
Evkeeza,,,2020,2948
Bismuth-Metronidazole-Tetracyc,,,2020,2948
Fingolimod,,,2020,2948
Asmanex HFA,,,2020,2948
Epifoam,,,2020,2948
Igalmi,,,2020,2948
Microgestin 24 Fe,,,2020,2948
Phexxi,,,2020,2948
Mafenide Acetate,,,2020,2948
Nuvaring,,,2020,2948
Enalaprilat,,,2020,2948
Dabigatran Etexilate,,,2020,2948
Lanreotide Acetate,,,2020,2948
Pandel,,,2020,2948
Besremi,,,2020,2948
Eysuvis,,,2020,2948
Haloette,,,2020,2948
Humatin,,,2020,2948
Ojjaara,,,2020,2948
Corgard,,,2020,2948
Lipofen,,,2020,2948
Orenitram Month 2 Titration Kt,,,2020,2948
Apretude,,,2020,2948
Elfolate,,,2020,2948
Niva Thyroid,,,2020,2948
Dichlorphenamide,,,2020,2948
Lagevrio (Eua),,,2020,2948
Accutane,,,2020,2948
Ilevro,,,2020,2948
Magnesium Chloride,,,2020,2948
Bafiertam,,,2020,2948
Diskets,,,2020,2948
Fruzaqla,,,2020,2948
Jatenzo,,,2020,2948
Elfabrio,,,2020,2948
Ferriprox,,,2020,2948
Konvomep,,,2020,2948
Eylea Hd,,,2020,2948
Armonair Digihaler,,,2020,2948
Easy Touch Luer Lock Insulin,,,2020,2948
Entyvio Pen,,,2020,2948
Nipent,,,2020,2948
Deferiprone,,,2020,2948
Heplisav-B,,,2020,2948
Maxicomfort Safety Pen Needle,,,2020,2948
Leqvio,,,2020,2948
Basaglar Tempo Pen U-100,,,2020,2948
Cyltezo(Cf) Pen,,,2020,2948
Fluticasone-Salmeterol HFA,,,2020,2948
Gvoke,,,2020,2948
Asceniv,,,2020,2948
Livtencity,,,2020,2948
Insulin Glargine-Yfgn,,,2020,2948
Orenitram Month 3 Titration Kt,,,2020,2948
Comtan,,,2020,2948
Exkivity,,,2020,2948
Doxil,,,2020,2948
Gamifant,,,2020,2948
Levamlodipine Maleate,,,2020,2948
Lithium Citrate,,,2020,2948
Lubiprostone,,,2020,2948
Myfembree,,,2020,2948
Nexviazyme,,,2020,2948
Auvelity,,,2020,2948
Fylnetra,,,2020,2948
Nextstellis,,,2020,2948
Amphotericin B Liposome,,,2020,2948
Hyrimoz(Cf) Pen,,,2020,2948
Adalimumab-Fkjp(Cf) Pen,,,2020,2948
Gemtesa,,,2020,2948
Jaypirca,,,2020,2948
Kloxxado,,,2020,2948
Adbry,,,2020,2948
Orlistat,,,2020,2948
Nyvepria,,,2020,2948
Furoscix,,,2020,2948
Cosela,,,2020,2948
Bimzelx Autoinjector,,,2020,2948
Dodex,,,2020,2948
Enjaymo,,,2020,2948
Orenitram Month 1 Titration Kt,,,2020,2948
Hadlima,,,2020,2948
Nexplanon,,,2020,2948
Albuked-25,,,2020,2948
Bepotastine Besilate,,,2020,2948
Fleqsuvy,,,2020,2948
Mounjaro,,,2020,2948
Adalimumab-Adaz(Cf) Pen,,,2020,2948
Lenalidomide,,,2020,2948
Airsupra,,,2020,2948
Ala-Scalp,,,2020,2948
Lyvispah,,,2020,2948
Cortrophin,,,2020,2948
Fotivda,,,2020,2948
Keveyis,,,2020,2948
Nitisinone,,,2020,2948
Adlarity,,,2020,2948
Crotan,,,2020,2948
Comfort Touch Pen Needle,,,2020,2948
Austedo XR Titration Kt(Wk1-4),,,2020,2948
Maraviroc,,,2020,2948
Pazopanib HCl,,,2020,2948
Promethazine Vc-Codeine,,,2020,2948
Tiopronin,,,2020,2948
Sodium Oxybate,,,2020,2948
Teriflunomide,,,2020,2948
Zavzpret,,,2020,2948
Rosuvastatin-Ezetimibe,,,2020,2948
Udenyca Autoinjector,,,2020,2948
Vitafol Fe Plus,,,2020,2948
Vanflyta,,,2020,2948
Skyrizi On-Body,,,2020,2948
Relyvrio,,,2020,2948
Xdemvy,,,2020,2948
Tecvayli,,,2020,2948
Unifine Pentips Maxflow,,,2020,2948
Truqap,,,2020,2948
Ultra Flo Insulin Syringe,,,2020,2948
Verkazia,,,2020,2948
Welireg,,,2020,2948
Soltamox,,,2020,2948
Zoryve,,,2020,2948
Tosymra,,,2020,2948
Uplizna,,,2020,2948
Rivelsa,,,2020,2948
Xphozah,,,2020,2948
Vivjoa,,,2020,2948
Rolvedon,,,2020,2948
Sorafenib,,,2020,2948
Sunitinib Malate,,,2020,2948
Twyneo,,,2020,2948
Singulair,,,2020,2948
Tri-Vylibra Lo,,,2020,2948
Tasimelteon,,,2020,2948
Winlevi,,,2020,2948
Tis-U-Sol Pentalyte,,,2020,2948
Thyquidity,,,2020,2948
Signifor Lar,,,2020,2948
Qulipta,,,2020,2948
Riabni,,,2020,2948
Vestura,,,2020,2948
Tezspire,,,2020,2948
Rebyota,,,2020,2948
Rezzayo,,,2020,2948
Vtama,,,2020,2948
Roflumilast,,,2020,2948
Stalevo 150,,,2020,2948
Veozah,,,2020,2948
Stalevo 125,,,2020,2948
True Comfort Pro Pen Needle,,,2020,2948
Raya Sure Pen Needle,,,2020,2948
Stalevo 200,,,2020,2948
Quviviq,,,2020,2948
Sulfamylon,,,2020,2948
Sunlenca*,,,2020,2948
Vabysmo,,,2020,2948
Qalsody,,,2020,2948
Vuity,,,2020,2948
Recorlev,,,2020,2948
Veklury,,,2020,2948
Xermelo,,,2020,2948
Yutiq,,,2020,2948
Zegalogue Autoinjector,,,2020,2948
Qelbree,,,2020,2948
Qbrexza,,,2020,2948
Tafluprost,,,2020,2948
Viokace,,,2020,2948
Sajazir,,,2020,2948
Uzedy,,,2020,2948
Seglentis,,,2020,2948
Tivicay Pd,,,2020,2948
Vyvgart,,,2020,2948
Vyvgart Hytrulo,,,2020,2948
Sutab,,,2020,2948
Sinemet 10-100,,,2020,2948
Xeloda,,,2020,2948
Ztalmy,,,2020,2948
Wegovy,,,2020,2948
Rybrevant,,,2020,2948
Zetia,,,2020,2948
Proscar,,,2020,2948
Skyrizi*,,,2020,2948
Spevigo,,,2020,2948
Sure Comfort Safety Pen Needle,,,2020,2948
Quadracel DTaP-Ipv,,,2020,2948
Securesafe Pen Needle,,,2020,2948
Signifor,,,2020,2948
Vyjuvek,,,2020,2948
Pyrukynd,,,2020,2948
Rezurock,,,2020,2948
Saphnelo,,,2020,2948
Rystiggo,,,2020,2948
Sodium Fluoride 5000 Plus,,,2020,2948
Tyblume,,,2020,2948
Stalevo 75,,,2020,2948
Unifine Pentips Plus Maxflow,,,2020,2948
Westab Plus,,,2020,2948
Ziphex,,,2020,2948
Sotyktu,,,2020,2948
Ropivacaine HCl,,,2020,2948
Sky Safety Pen Needle,,,2020,2948
Syfovre,,,2020,2948
Ultiguard Safepack-Insulin Syr,,,2020,2948
True Comfort Safety Pen Needle,,,2020,2948
Risperidone ER,,,2020,2948
Yusimry(Cf) Pen,,,2020,2948
Tobi,,,2020,2948
Vigamox,,,2020,2948
Ticovac,,,2020,2948
Reditrex,,,2020,2948
Thalitone,,,2020,2948
Sodium Fluoride 5000 Dry Mouth,,,2020,2948
Xelstrym,,,2020,2948
Zocor,,,2020,2948
Tlando,,,2020,2948
Tyrvaya,,,2020,2948
Zovia 1-35,,,2020,2948
Saxenda,,,2020,2948
Tascenso ODT,,,2020,2948
Sodium Fluoride Enamel Protect,,,2020,2948
Rena-Vite Rx,,,2020,2948
Tiotropium Bromide,,,2020,2948
Wesnate DHA,,,2020,2948
Remeron,,,2020,2948
Sod Sulf-Potass Sulf-Mag Sulf,,,2020,2948
Thyroid,,,2020,2948
True Comfort Pro Ins Syringe,,,2020,2948
Venlafaxine Besylate ER,,,2020,2948
Tarpeyo,,,2020,2948
Tabloid,,,2020,2948
True Comfort Pro Alcohol Pads,,,2020,2948
Synagis,,,2020,2948
Skyclarys,,,2020,2948
Reltone,,,2020,2948
Rezvoglar Kwikpen,,,2020,2948
Quzyttir,,,2020,2948
Ryaltris,,,2020,2948
Saxagliptin HCl,,,2020,2948
Rezlidhia,,,2020,2948
Zegalogue Syringe,,,2020,2948
Ximino,,,2020,2948
Semglee (Yfgn),,,2020,2948
Sinemet 25-100,,,2020,2948
Vijoice,,,2020,2948
Vonjo,,,2020,2948
Radicava Ors,,,2020,2948
Zafemy,,,2020,2948
Tavneos,,,2020,2948
Subsys,,,2020,2948
Trudhesa,,,2020,2948
Ultra Flo Pen Needle,,,2020,2948
Vitamin B-1,,,2020,2948
Rhofade,,,2020,2948
Vibativ,,,2020,2948
Semglee (Yfgn) Pen,,,2020,2948
Tobradex St,,,2020,2948
Releuko*,,,2020,2948
Sogroya,,,2020,2948
Stalevo 50,,,2020,2948
Zynlonta,,,2020,2948
Tepmetko,,,2020,2948
Ultilet Insulin Syringe,,,2020,2948
Trelstar,,,2020,2948
Vesicare Ls,,,2020,2948
Xenpozyme,,,2020,2948
Roxybond,,,2020,2948
Tadliq,,,2020,2948
Ulticare Safety Pen Needle,,,2020,2948
Unifine Ultra Pen Needle,,,2020,2948
Yuflyma(Cf) Autoinjector,,,2020,2948
Verquvo,,,2020,2948
Saxagliptin-Metformin ER,,,2020,2948
Revcovi,,,2020,2948
Tyvaso Dpi,,,2020,2948
Vowst,,,2020,2948
Suflave,,,2020,2948
Safety Pen Needle,,,2020,2948
Truseltiq,,,2020,2948
Varenicline Tartrate,,,2020,2948
Proventil HFA,,,2020,2948
Soaanz,,,2020,2948
Tri-Nymyo,,,2020,2948
Voquezna,,,2020,2948
Tpn Electrolytes,,,2020,2948
Wescap-Pn DHA,,,2020,2948
Tivdak,,,2020,2948
Zonisade,,,2020,2948
Vilazodone HCl,,,2020,2948
Vytorin,,,2020,2948
Zimhi,,,2020,2948
Scemblix,,,2020,2948
Skyrizi Pen,,,2020,2948
Dermacea,114.22,44.0,2020,2947
Xylocaine With Epinephrine,307.4,40.0,2020,2946
Excilon,394.92,62.0,2020,2945
Elite-Thin,533.66,40.0,2020,2944
Ultilet Pen Needle,654.06,46.0,2020,2943
True Comfort Pen Needle,669.32,22.0,2020,2942
Sensorcaine,713.0,42.0,2020,2941
Heparin Sodium In 0.45% NaCl,723.7,24.0,2020,2940
Terumo Insulin Syringe,852.74,84.0,2020,2939
Chateal Eq,856.56,48.0,2020,2938
Mannitol,910.42,142.0,2020,2937
Bd Insulin Syringe,980.26,74.0,2020,2936
Gauze Bandage,1063.68,246.0,2020,2935
Sensorcaine-MPF,1169.04,78.0,2020,2934
Gauze Pad,1297.44,268.0,2020,2933
Multivitamin With Fluoride,1352.48,140.0,2020,2932
Monoject,1400.32,162.0,2020,2931
Curity,1467.84,246.0,2020,2930
Maxi-Comfort,1579.22,98.0,2020,2929
IV Prep Wipes,1730.62,44.0,2020,2928
Lidocaine HCl-Epinephrine,1767.66,216.0,2020,2927
True Comfort Alcohol Pads,1849.06,82.0,2020,2926
Betadine,1935.28,94.0,2020,2925
Easy Touch Sheathlock Insulin,2180.68,80.0,2020,2924
Oscimin,2356.8,64.0,2020,2923
Potassium Chloride-Dextrose 5%,2606.34,110.0,2020,2922
Healthwise Pen Needle,2633.1,90.0,2020,2921
Caretouch Pen Needle,2821.94,108.0,2020,2920
Caretouch Alcohol Prep Pad,2928.58,460.0,2020,2919
Luer-Lok Syringe,2946.98,232.0,2020,2918
Tarina 24 Fe,2979.08,40.0,2020,2917
Oscimin Sl,3004.6,116.0,2020,2916
Tetracaine HCl*,3128.14,182.0,2020,2915
Hydrocodone-Chlorpheniramne ER,3258.0,64.0,2020,2914
Potassium Chloride In D5lr,3268.74,48.0,2020,2913
Lyllana,3461.02,24.0,2020,2912
Cleocin HCl,3637.4,288.0,2020,2911
Tri-Vylibra,3661.74,204.0,2020,2910
Urea,3671.04,50.0,2020,2909
PNV-Omega,3745.06,68.0,2020,2908
Dacarbazine,3967.74,52.0,2020,2907
Engerix-B Pediatric-Adolescent,4123.28,36.0,2020,2906
Bactrim,4134.3,34.0,2020,2905
Nutrilipid,4164.44,70.0,2020,2904
Phentermine HCl,4215.9,436.0,2020,2903
Hydrocodone-Homatropine Mbr,4284.8,242.0,2020,2902
Eclipse Syringe,4399.1,136.0,2020,2901
Hemady,4520.86,28.0,2020,2900
Lojaimiess,4526.3,90.0,2020,2899
Cyred Eq,4529.2,174.0,2020,2898
Silver Nitrate,4760.56,68.0,2020,2897
Insulin Pen Needle,4861.76,228.0,2020,2896
Phenytoin Sodium,4942.88,80.0,2020,2895
Akten,5073.66,96.0,2020,2894
Litetouch Insulin Syringe,5204.82,276.0,2020,2893
Maxicomfort II Pen Needle,5264.38,266.0,2020,2892
Safyral,5266.78,26.0,2020,2891
Procto-Pak,5288.42,124.0,2020,2890
Renal Caps,5327.96,242.0,2020,2889
Healthwise Insulin Syringe,5393.46,164.0,2020,2888
Prodigy Insulin Syringe,5427.0599999999995,372.0,2020,2887
Lincocin,5447.24,70.0,2020,2886
Jasmiel,5448.76,108.0,2020,2885
Tropicamide,5508.26,370.0,2020,2884
Vincristine Sulfate,5561.4,538.0,2020,2883
Anaspaz,5618.92,324.0,2020,2882
Uro-Mp,5872.0,46.0,2020,2881
Assure Id Insulin Safety,5967.139999999999,226.0,2020,2880
Citranatal B-Calm,6014.02,64.0,2020,2879
Fosphenytoin Sodium,6034.76,62.0,2020,2878
Safetyglide Syringe,6054.32,566.0,2020,2877
Sterile Pads,6054.900000000001,1284.0,2020,2876
Band-Aid Gauze Pads,6191.34,1216.0,2020,2875
Vylibra,6303.82,314.0,2020,2874
Hydromet,6562.34,304.0,2020,2873
Easy Touch Fliplock Insulin,6670.28,206.0,2020,2872
Hailey Fe,6711.94,316.0,2020,2871
Completenate,6771.56,204.0,2020,2870
Folivane-Ob,7118.9,204.0,2020,2869
Mitigo,7245.58,38.0,2020,2868
Xelpros,7575.8,84.0,2020,2867
Autoshield Pen Needle,7699.1,118.0,2020,2866
Complete Natal DHA,7913.8,240.0,2020,2865
Vinblastine Sulfate,7960.24,78.0,2020,2864
Virt-C DHA,8111.02,200.0,2020,2863
Mesna,8115.24,102.0,2020,2862
Dextrose 5%-0.2% NaCl,8174.88,392.0,2020,2861
Pediarix,8195.28,70.0,2020,2860
Ala-Cort,8235.56,1004.0,2020,2859
Dextrose 10%-0.45% NaCl,8279.16,178.0,2020,2858
Potassium Phosphate,9236.88,90.0,2020,2857
Neo-Polycin HC,9343.98,216.0,2020,2856
Ciclodan,9351.8,208.0,2020,2855
Tydemy,9544.8,36.0,2020,2854
Bss,9584.48,414.0,2020,2853
Kinrix,9584.9,110.0,2020,2852
Insumed,9653.68,404.0,2020,2851
Hyoscyamine Sulfate ER,9949.06,316.0,2020,2850
Leena,9997.82,122.0,2020,2849
Sure-Prep Alcohol Prep Pads,10276.32,684.0,2020,2848
Phenergan*,10385.54,158.0,2020,2847
Stromectol,10485.98,194.0,2020,2846
Sorine,10506.82,518.0,2020,2845
Brompheniramine-Pseudoephed-DM,10820.92,440.0,2020,2844
Prenatal Plus,10983.78,6130.0,2020,2843
Aubra Eq,11048.16,448.0,2020,2842
Potassium Chloride,11053.56,286.0,2020,2841
Potassium Chloride-0.45% NaCl,11232.48,374.0,2020,2840
Elite-Ob,11301.18,154.0,2020,2839
Aygestin,11327.42,72.0,2020,2838
Sure-Fine Pen Needles,11397.38,398.0,2020,2837
Virt-Caps,11474.68,404.0,2020,2836
Pretomanid,11724.14,24.0,2020,2835
KCl-D5W-0.9% NaCl,12187.88,406.0,2020,2834
Aurovela,12251.34,416.0,2020,2833
Gauze Pads,12274.4,2092.0,2020,2832
Taron-C DHA,12324.9,312.0,2020,2831
Xylocaine,12382.5,1966.0,2020,2830
Kenalog-80,12610.38,246.0,2020,2829
Spinosad,12639.78,52.0,2020,2828
Polycin,12910.36,776.0,2020,2827
Clodan,13048.16,54.0,2020,2826
Mircette,13058.46,52.0,2020,2825
Metro IV,13637.82,434.0,2020,2824
Ocuflox,13770.38,204.0,2020,2823
Roweepra,13781.84,480.0,2020,2822
Lincomycin HCl,14155.62,148.0,2020,2821
Proquad,14289.1,62.0,2020,2820
Methadose,14515.16,812.0,2020,2819
Zumandimine,14618.86,310.0,2020,2818
Hiberix,14731.78,664.0,2020,2817
Clindacin P,14828.14,156.0,2020,2816
Trinatal Rx 1,14968.66,1256.0,2020,2815
Kenalog-10,15148.1,718.0,2020,2814
Magnesium Sulfate-D5W,15458.96,136.0,2020,2813
Tetracaine HCl,15494.36,244.0,2020,2812
Prevident 5000 Ortho Defense,15588.08,888.0,2020,2811
Me-Naphos-Mb-Hyo 1,15734.42,156.0,2020,2810
Phentolamine Mesylate,16053.88,44.0,2020,2809
Haldol Decanoate 50,16366.1,104.0,2020,2808
Solodyn,16452.16,120.0,2020,2807
Plasma-Lyte A pH 7.4,16497.18,110.0,2020,2806
Neo-Polycin,17207.86,458.0,2020,2805
Fluoride,17411.7,2500.0,2020,2804
Sodium Acetate,18444.559999999998,476.0,2020,2803
Pure Comfort Pen Needle,18729.46,276.0,2020,2802
Ziana,18786.42,30.0,2020,2801
Polytrim,19020.32,292.0,2020,2800
C-Nate DHA,19083.02,248.0,2020,2799
Infanrix DTaP,19134.96,514.0,2020,2798
Charlotte 24 Fe,19304.82,110.0,2020,2797
Tovet Emollient,19337.34,48.0,2020,2796
Ketodan,19339.96,38.0,2020,2795
B-D Single Use Alcohol Swab,19576.4,5220.0,2020,2794
Dilantin-125,19807.62,54.0,2020,2793
Cortifoam,20192.68,36.0,2020,2792
Endometrin,20503.74,32.0,2020,2791
Concept DHA,20640.88,402.0,2020,2790
Sure Comfort Insulin Syringe,21272.54,888.0,2020,2789
Webcol,21639.14,8910.0,2020,2788
Cefuroxime Sodium*,21788.980000000003,290.0,2020,2787
Tricare,21925.46,546.0,2020,2786
Licart,22352.56,30.0,2020,2785
Diphtheria-Tetanus Toxoids-Ped,22592.44,260.0,2020,2784
Lotensin HCT,23284.62,92.0,2020,2783
Cleocin Phosphate,23601.14,388.0,2020,2782
Daptacel DTaP,23902.8,462.0,2020,2781
Lamotrigine (Blue),24110.92,56.0,2020,2780
Thrivite Rx,24462.4,832.0,2020,2779
Potassium Acetate,24765.96,416.0,2020,2778
Ciprodex,24772.84,86.0,2020,2777
Vitafol-Ob+DHA,25086.98,138.0,2020,2776
Dobutamine HCl-D5W,25488.34,258.0,2020,2775
Liletta,25660.84,32.0,2020,2774
Balcoltra,25898.34,86.0,2020,2773
Cytarabine,26287.04,606.0,2020,2772
Sure Comfort Alcohol,26490.42,10894.0,2020,2771
Carnitor SF,26793.76,198.0,2020,2770
Cleocin T,26925.02,212.0,2020,2769
Pentamidine Isethionate*,27138.02,188.0,2020,2768
Assure Id Pen Needle,27442.1,464.0,2020,2767
Bupivacaine HCl,27567.100000000006,1570.0,2020,2766
Primaquine,27708.02,614.0,2020,2765
PNV-Select,27750.44,292.0,2020,2764
Curity Alcohol Preps,27792.94,11398.0,2020,2763
Loestrin,27960.66,96.0,2020,2762
Oracit,28322.56,386.0,2020,2761
Etoposide*,28543.08,606.0,2020,2760
Ultra Thin,29492.34,1636.0,2020,2759
Tencon,29721.8,876.0,2020,2758
Cefoxitin Sodium,30194.26,118.0,2020,2757
Lamotrigine ODT (Orange),30223.96,88.0,2020,2756
Se-Natal 19,30227.62,1002.0,2020,2755
Nascobal,30626.7,58.0,2020,2754
Flexbumin,30760.38,58.0,2020,2753
Sure-Ject Insulin Syringe,30845.76,1124.0,2020,2752
Stalevo 100,30875.52,28.0,2020,2751
Philith,31239.84,898.0,2020,2750
Promethazine-Codeine,31672.600000000002,3990.0,2020,2749
Yf-Vax,32071.04,150.0,2020,2748
Skyla,32546.66,38.0,2020,2747
Albutein,32678.24,128.0,2020,2746
Lamictal XR (Orange),33054.96,56.0,2020,2745
Minipress,33060.1,120.0,2020,2744
Adrenalin,33666.78,936.0,2020,2743
Betamethasone Sod Phos-Acetate,33829.52,674.0,2020,2742
Oriahnn,34085.0,36.0,2020,2741
Volnea,34163.4,692.0,2020,2740
Ak-Poly-Bac,34185.32,1984.0,2020,2739
Bd Insulin Syringe Ultra-Fine,34243.659999999996,1216.0,2020,2738
Fentanyl Citrate*,34452.54,6336.0,2020,2737
Ella,34864.84,854.0,2020,2736
Salicylic Acid,34889.84,136.0,2020,2735
Vancomycin HCl-D5W,35081.78,1098.0,2020,2734
PNV-DHA,35426.8,536.0,2020,2733
Vusion,35940.42,54.0,2020,2732
Virt-Nate DHA,36289.06,360.0,2020,2731
Questran Light,36383.82,166.0,2020,2730
Easy Touch Insulin Safety,36552.42,1424.0,2020,2729
